,n_player,n_ball,Run,max_caught_team_1,max_caught_team_2,max_precision_team_1,max_precision_team_2,max_speed_team_1,max_speed_team_2,max_strength_team_1,max_strength_team_2,mean_caught_team_1,mean_caught_team_2,mean_precision_team_1,mean_precision_team_2,mean_speed_team_1,mean_speed_team_2,mean_strength_team_1,mean_strength_team_2,min_caught_team_1,min_caught_team_2,min_precision_team_1,min_precision_team_2,min_speed_team_1,min_speed_team_2,min_strength_team_1,min_strength_team_2,nb_of_players_team_1,nb_of_players_team_2,winner
0,6,1,0,2.3,0.6834109672762742,2.3,0.8679869470758735,2.3,0.909248743578355,2.3,0.562546525290447,2.3000000000000003,0.3293195745774928,2.3000000000000003,0.3293195745774929,2.3000000000000003,0.32931957457749284,2.3000000000000003,0.3293195745774929,2.3,0.1444520644042433,2.3,0.0780567084362374,2.3,0.040058217655938116,2.3,0.06066376355892977,0,2,1
1,6,1,1,2.3,0.44789188887980913,2.3,0.8249051845101381,2.3,0.42963462936594615,2.3,0.492912082793002,2.3000000000000003,0.19496626386407878,2.3000000000000003,0.19496626386407875,2.3000000000000003,0.19496626386407878,2.3000000000000003,0.1949662638640788,2.3,0.04959626255916994,2.3,0.014555999631890111,2.3,0.029734923198819912,2.3,0.0509561809525686,3,2,2
2,6,1,2,2.3,0.753108421745828,2.3,1.4657135604269576,2.3,0.6159375410370017,2.3,0.8107207036521048,2.3000000000000003,0.3427967244587758,2.3000000000000003,0.3427967244587758,2.3000000000000003,0.3427967244587758,2.3000000000000003,0.3427967244587759,2.3,0.11550507714379411,2.3,0.045215269039188044,2.3,0.1586041298186312,2.3,0.1675448858535578,3,0,2
3,6,1,3,2.3,0.47804235978741266,2.3,0.5978444201092726,2.3,0.4767197315247797,2.3,0.5596465578427986,2.3000000000000003,0.22625792259329347,2.3000000000000003,0.22625792259329347,2.3000000000000003,0.22625792259329347,2.3000000000000003,0.22625792259329347,2.3,0.06584126817439755,2.3,0.07625206230929736,2.3,0.09978830428573049,2.3,0.10256859076026445,3,2,2
4,6,1,4,2.3,1.1210940847312274,2.3,0.8561386283610823,2.3,0.8298489937841397,2.3,1.0322912277389804,2.3000000000000003,0.4155414994262907,2.3000000000000003,0.4155414994262907,2.3000000000000003,0.41554149942629065,2.3000000000000003,0.4155414994262907,2.3,0.03627635081770039,2.3,0.1638878358528323,2.3,0.07665269625558697,2.3,0.06222806081250463,4,1,2
5,6,1,5,2.3,0.6198519589521626,2.3,0.4481227437444409,2.3,0.68606193373827,2.3,0.46146874116691033,2.3000000000000003,0.19829187909287907,2.3000000000000003,0.19829187909287913,2.3000000000000003,0.19829187909287907,2.3000000000000003,0.19829187909287913,2.3,0.010468481985591756,2.3,0.042224567671464465,2.3,0.01289890703425117,2.3,0.07095098569797648,4,1,2
6,6,1,6,2.3,0.8754156736569958,2.3,0.9938733175801505,2.3,1.3719080944161324,2.3,0.7209368751006049,2.3000000000000003,0.4143395534594671,2.3000000000000003,0.41433955345946716,2.3000000000000003,0.41433955345946716,2.3000000000000003,0.4143395534594671,2.3,0.16472121149480584,2.3,0.1733276043176778,2.3,0.09142006257757791,2.3,0.10725357006800999,4,2,2
7,6,1,7,2.3,0.7225916463272408,2.3,0.9827704319057324,2.3,0.6885282486352339,2.3,0.5584264249549022,2.3000000000000003,0.3327496659049574,2.3000000000000003,0.3327496659049574,2.3000000000000003,0.33274966590495736,2.3000000000000003,0.3327496659049574,2.3,0.18079217633932343,2.3,0.0444499219761128,2.3,0.06559715595851914,2.3,0.14967782649209432,2,1,2
8,6,1,8,2.3,0.941393968201721,2.3,1.3441006203830528,2.3,0.7858100452553434,2.3,0.9269245480583735,2.3000000000000003,0.41819731140820876,2.3000000000000003,0.4181973114082089,2.3000000000000003,0.41819731140820887,2.3000000000000003,0.41819731140820887,2.3,0.03899493359356692,2.3,0.1035706702413306,2.3,0.048086143610935696,2.3,0.046986555347968674,0,2,1
9,6,1,9,2.3,1.117218151539462,2.3,0.679843216586816,2.3,1.0954865059416865,2.3,0.5792331410585675,2.3000000000000003,0.29756407901633003,2.3000000000000003,0.2975640790163301,2.3000000000000003,0.2975640790163301,2.3000000000000003,0.2975640790163301,2.3,0.02467096930154708,2.3,0.14275210191980367,2.3,0.06347814003731171,2.3,0.04464829174820717,1,3,1
10,6,1,10,2.3,0.4391824742521836,2.3,0.8644981378323581,2.3,0.4945800851182515,2.3,0.6066059138280668,2.3000000000000003,0.2254777071679687,2.3000000000000003,0.2254777071679687,2.3000000000000003,0.22547770716796864,2.3000000000000003,0.2254777071679687,2.3,0.11095014793970683,2.3,0.02644975121626173,2.3,0.02136304221796107,2.3,0.03918086441167514,3,1,2
11,6,1,11,2.3,0.5593638486801642,2.3,0.5064252848776158,2.3,0.6731335062192656,2.3,0.6634584687007191,2.3000000000000003,0.27423820905593593,2.3000000000000003,0.27423820905593593,2.3000000000000003,0.27423820905593593,2.3000000000000003,0.274238209055936,2.3,0.11072679257499236,2.3,0.09798519385164929,2.3,0.04176658506324635,2.3,0.05864122399833711,3,1,2
12,6,1,12,2.3,0.3522171877358017,2.3,0.3981503240922566,2.3,0.2823846164166088,2.3,0.4427512967365985,2.3000000000000003,0.17282512827825322,2.3000000000000003,0.17282512827825322,2.3000000000000003,0.17282512827825322,2.3000000000000003,0.17282512827825325,2.3,0.03952136014507481,2.3,0.031024724529007165,2.3,0.105541198302681,2.3,0.016476330880216498,5,2,2
